Restriction Type,Parking Spaces,Times Of Operation,Maximum Stay,Tariff,Cashless Identifier,Nearest Machine,Road Name,Postcode,Controlled Parking Zone,Valid Parking Permits,Parking Bay Length Metres,Disclaimer,Easting,Northing,EPSG:27700 Well Known Text Geometry,EPSG:4326 Well Known Text Geometry,Unique Identifier,Spatial Accuracy,Last Uploaded,Socrata ID
paid-for,1,mon-sat 08:30-18:30,2 hours,å£5.55 p/h,14097,E102,Chenies Street,WC1E 7AP,CA-E,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529682,181897,"LINESTRING (529681.775678702 181900.160875805,529683.086643417 181898.151450997,529682.855781706 181897.981499645,529678.626065362 181895.112320939,529677.364571013 181897.001780087)","LINESTRING (-0.132250110445786 51.5211500864631,-0.132231964605421 51.5211317277681,-0.132235352690911 51.5211302534286,-0.132297337298483 51.5211054392966,-0.132314814633505 51.5211227085458)",46036092,Defined By Custodian,4/9/17 23:31,1105
paid-for,2,mon-sat 08:30-18:30,2 hours,å£5.55 p/h,13892,E102,Ridgmount Gardens,WC1E 7AT,CA-E,N/A,10,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529658,181951,"LINESTRING (529660.998124727 181949.636713494,529659.728385318 181948.756965319,529659.604709401 181948.936913809,529656.595262099 181953.235683299,529652.884984604 181958.464186656,529654.088763525 181959.22396917)","LINESTRING (-0.13253122627668 51.5215994739055,-0.132549840672112 51.5215918591161,-0.132551556108666 51.5215935046136,-0.132593327836461 51.5216328263176,-0.132644853553447 51.5216806639186,-0.132627233419694 51.5216872157599)",46036093,Defined By Custodian,4/9/17 23:31,1106
resident permit holders only,4,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Huntley Street,WC1E 7AX,CA-E,CA-E,25,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529598,181971,"LINESTRING (529592.869184849 181983.217101208,529591.211927568 181982.017444606,529605.640784495 181961.773239449,529607.388737448 181963.072867435)","LINESTRING (-0.133500306311367 51.5219168697555,-0.133524620578327 51.5219064687322,-0.133324206145774 51.5217212335431,-0.133298548694014 51.5217325121424)",46036094,Defined By Custodian,4/9/17 23:31,1107
solo motorcycles,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Fitzroy Street,W1T 6BU,CA-E,N/A,13,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529138,182153,"LINESTRING (529135.919653565 182159.906524386,529134.394317261 182158.896813413,529141.94679323 182147.600047079,529143.406169045 182148.679738021)","LINESTRING (-0.140018176402611 51.5236092799472,-0.140040520124771 51.5236005544172,-0.139935855957806 51.5234973087329,-0.139914436865526 51.5235066781991)",46036095,Defined By Custodian,4/9/17 23:31,1108
resident permit holders only,1,mon-sat 09:00-19:00,N/A,N/A,N/A,N/A,Langland Gardens,NW3 6QD,CA-H,CA-H,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525937,185308,"LINESTRING (525936.349487733 185311.654345957,525938.303567214 185310.894563443,525936.135116145 185305.376143074,525934.172791602 185306.105934174)","LINESTRING (-0.184985702125468 51.552655508061,-0.184957804797359 51.5526482442476,-0.184991038086002 51.5525991344932,-0.185019064974188 51.5526061306082)",46035058,Defined By Custodian,4/9/17 23:31,111
resident permit holders only,2,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Fitzroy Street,W1T 6BU,CA-E,CA-E,9,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529131,182163,"LINESTRING (529130.329502138 182168.114174971,529128.944331873 182167.21443252,529134.3860722 182158.986787658,529135.738262221 182159.896527248)","LINESTRING (-0.140095702810519 51.5236843164259,-0.140115987054571 51.5236765471181,-0.140040605957143 51.5236013648708,-0.140020793187041 51.5236092315405)",46036097,Defined By Custodian,4/9/17 23:31,1110
paid-for,4,mon-sat 08:30-18:30,2 hours,å£5.55 p/h,13909,E114,Fitzroy Street,W1T 6DY,CA-E,N/A,21,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529122,182176,"MULTILINESTRING ((529128.828901018 182167.27441535,529116.535514916 182185.949069785),(529117.862969754 182186.668863747,529116.659190833 182185.829104125),(529130.214071283 182168.294123461,529128.828901018 182167.39438101))","MULTILINESTRING ((-0.140117627990909 51.5236771125309,-0.140287889564837 51.5238477436309),(-0.140268502609944 51.5238539090093,-0.140286151802528 51.5238466372905),(-0.140097299820136 51.5236859599326,-0.140117584064661 51.5236781906245))",46036098,Defined By Custodian,4/9/17 23:31,1111
resident permit holders only,4,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Fitzroy Street,W1T 4BN,CA-E,CA-E,24,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529257,181981,"LINESTRING (529252.644983573 181992.464454181,529251.061931842 181991.384763239,529251.160872575 181991.25480044,529264.82293882 181971.000598145,529264.921879553 181970.870635347,529266.422480673 181971.990314842)","LINESTRING (-0.138397998465397 51.5220778569266,-0.138421198797236 51.5220685160059,-0.138419821133872 51.5220673254524,-0.13823043554972 51.5218821839059,-0.138229057896889 51.5218809933502,-0.13820703070441 51.5218907124497)",46036099,Defined By Custodian,4/9/17 23:31,1112
paid-for,5,mon-sat 08:30-18:30,2 hours,å£5.55 p/h,13910,E106,Fitzroy Street,W1T 4BL,CA-E,N/A,26,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529276,181954,"LINESTRING (529271.559153739 181964.392489697,529269.934876702 181963.272810202,529270.050307558 181963.092861711,529272.993794371 181958.714115115,529276.069202161 181954.135425751,529279.05391428 181949.686699185,529282.912602875 181943.90835322,529284.998603334 181940.849228885,529286.746556287 181941.898928412)","LINESTRING (-0.138135819435546 51.5218212587558,-0.138159628212176 51.5218115679477,-0.138158031336864 51.5218099244154,-0.138117234106624 51.5217699009985,-0.138074609859809 51.5217280505817,-0.138033244559237 51.5216873888225,-0.137979776755619 51.521634578337,-0.137950848509462 51.5216066099644,-0.137925283854207 51.5216156435619)",46036100,Defined By Custodian,4/9/17 23:31,1113
resident permit holders only,7,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Fitzroy Street,W1T 4BQ,CA-E,CA-E,35,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529263,181963,"LINESTRING (529271.080940195 181948.017177081,529272.795912904 181949.206836545,529253.279853278 181978.218532033,529251.284548492 181976.96888974)","LINESTRING (-0.138148710177035 51.5216742084377,-0.138123569315909 51.5216845073941,-0.138394073618921 51.5219496882547,-0.13842327486246 51.5219389142837)",46036101,Defined By Custodian,4/9/17 23:31,1114
paid-for,9,mon-sat 08:30-18:30,2 hours,å£5.55 p/h,13887,E107,Grafton Way,WC1E 6DX,CA-E,N/A,45,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529390,182221,"LINESTRING (529408.245776673 182235.504884581,529409.441310533 182233.585434018,529372.388005944 182209.082447925,529371.027570863 182211.23183267)","LINESTRING (-0.136067312158027 51.5242263851112,-0.136050793473307 51.5242088619803,-0.136593578413871 51.5239971426593,-0.136612388466332 51.5240167697944)",46036102,Defined By Custodian,4/9/17 23:31,1115
business scheme a,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Percy Street,W1T 1DJ,CA-E,BUSA,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529582,181571,"LINESTRING (529581.878518401 181568.375848281,529580.839640702 181570.045370385,529584.962171253 181572.964534783,529586.108234746 181571.285015541)","LINESTRING (-0.133811029810901 51.5181913524335,-0.13382538080034 51.5182065939431,-0.133764926549637 51.5182318827115,-0.133749035314471 51.518216526789)",46036103,Defined By Custodian,4/9/17 23:31,1116
resident permit holders only,2,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Charlotte Street,W1T 2LW,CA-E,CA-E,12,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529539,181564,"LINESTRING (529537.874627305 181570.885130007,529536.085449046 181569.555510606,529543.052525676 181559.248460969,529544.973624913 181560.20818625)","LINESTRING (-0.134443951191704 51.5182239852142,-0.134470211204736 51.5182124462567,-0.134373640588631 51.51811822413,-0.134345616219671 51.5181264087283)",46036104,Defined By Custodian,4/9/17 23:31,1117
resident permit holders only,3,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Charlotte Street,W1T 2LS,CA-E,CA-E,18,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529519,181594,"LINESTRING (529521.054702658 181595.748013081,529519.397445377 181594.888259182,529519.512876233 181594.758296384,529529.571850776 181579.712603169,529531.187882752 181580.782296972)","LINESTRING (-0.134677101136573 51.5184512727148,-0.134701288478463 51.5184439260122,-0.134699673491109 51.5184427316391,-0.134560305247378 51.51830521681,-0.134536634691883 51.5183144595878)",46036105,Defined By Custodian,4/9/17 23:31,1118
business scheme a,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Percy Street,W1T 1DX,CA-E,BUSA,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529644,181612,"LINESTRING (529642.6693539 181609.204161298,529641.482065101 181610.983651924,529646.585757923 181614.372681825,529647.599900438 181612.743148274)","LINESTRING (-0.13292037988562 51.5185443276937,-0.13293682803428 51.5185605915866,-0.132862067133841 51.5185898774366,-0.132848057949619 51.518575000847)",46036106,Defined By Custodian,4/9/17 23:31,1119
resident permit holders only,3,mon-sat 09:00-19:00,N/A,N/A,N/A,N/A,Langland Gardens,NW3 6QD,CA-H,CA-H,16,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525930,185291,"LINESTRING (525931.921889922 185300.227616824,525933.834744097 185299.457837171,525927.164489667 185284.032252699,525925.218655247 185284.772040937)","LINESTRING (-0.185053615461042 51.552553804874,-0.185026316042853 51.552546460427,-0.185127988321089 51.5524093200902,-0.185155773826859 51.5524164023378)",46035059,Defined By Custodian,4/9/17 23:31,112
loading,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Whitfield Street,W1T 2QD,CA-E,N/A,16,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529507,181772,"LINESTRING (529504.045141607 181780.205212756,529502.445599753 181779.105527538,529511.993380508 181765.129528126,529513.419776079 181766.089253408)","LINESTRING (-0.134854392993429 51.5201128238587,-0.134877837901603 51.5201033077285,-0.134745435067963 51.5199755231653,-0.134724535728154 51.5199838211585)",46036107,Defined By Custodian,4/9/17 23:31,1120
resident permit holders only,7,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Malet Street,WC1E 7HX,CA-E,CA-E,41,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529810,181936,"LINESTRING (529809.648331319 181934.770968769,529811.140687378 181935.970625371,529811.049991706 181936.100588169,529810.464592368 181936.900359237,529787.106334269 181969.890915789,529785.267685643 181968.341359345)","LINESTRING (-0.130395348091715 51.5214317700152,-0.130373408825375 51.5214422082478,-0.130374667485879 51.5214433970005,-0.130382805951917 51.5214507186635,-0.130707147433171 51.5217525555529,-0.130734203991784 51.5217390523302)",46036108,Defined By Custodian,4/9/17 23:31,1121
resident permit holders only,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Whitfield Street,W1T 4RE,CA-E,CA-E,8,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529452,181848,"LINESTRING (529457.163724186 181846.466245733,529455.506466905 181845.196609163,529455.275605194 181845.51651759,529450.650125916 181852.214600284,529450.534695061 181852.384551636,529452.043541242 181853.414256885)","LINESTRING (-0.135505394115324 51.5207190258733,-0.135529732975025 51.5207079955346,-0.135532941136176 51.5207109233047,-0.135597113144719 51.5207721758064,-0.135598713560598 51.5207737295315,-0.135576600612238 51.5207826376821)",46036109,Defined By Custodian,4/9/17 23:31,1122
paid-for,2,mon-sat 08:30-18:30,2 hours,å£5.55 p/h,13903,E106,Whitfield Street,W1T 4RE,CA-E,N/A,12,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529459,181839,"LINESTRING (529464.510073627 181836.399127416,529462.877551529 181835.279447921,529462.778610796 181835.489387826,529459.5135666 181839.958108668,529455.786798982 181845.036654949,529455.671368127 181845.206606301,529457.279155041 181846.306291519)","LINESTRING (-0.135403264672375 51.5206268738982,-0.135427192155504 51.5206171855305,-0.135428540342333 51.5206190948457,-0.135473933209118 51.5206600013686,-0.135525753484665 51.5207064938923,-0.135527353895844 51.5207080476184,-0.135503790035312 51.5207175619878)",46036110,Defined By Custodian,4/9/17 23:31,1123
